candidate_id,estate,source_id,node_type,title,document_or_part,paragraph_or_rule,url,matched_amounts,rule_based_reason,snippet,is_threshold,inflation_index_candidate,threshold_amounts,threshold_type,confidence,llm_rationale
cand-00120,ss,3c3217821384e4ee,guidance_paragraph,SS19/15 – Exercising certain functions under the Building Societies Act 1986 4.117,SS19/15 – Exercising certain functions under the Building Societies Act 1986,4.117,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss19-15-exercising-certain-functions-under-the-building-societies-act-1986/01-06-2026#af317700266d4b0a979a695a3eba33ad,£100,Monetary amount appears with threshold/trigger language.,"However, Schedule 2 specifies the following further provisions, some, none or all of which may be included in a society’s Rules with respect to the entitlement of shareholding members to vote on any resolution; a person must (see Schedule 2 paragraphs 23(3) to (5) and 36): (a) have a qualifying shareholding (which must not be set higher than £100), in one or more share accounts or CCDS, PPDS or PIBS, on the ‘qualifying shareholding date’; (b) hold shares on the voting date; and (c) have held shares continuously between those two dates.",true,true,£100,permission_or_exemption_condition,high,Qualifying shareholding condition for voting may not exceed £100.
cand-00121,ss,9a670f7704a24060,guidance_paragraph,SS19/15 – Exercising certain functions under the Building Societies Act 1986 4.118,SS19/15 – Exercising certain functions under the Building Societies Act 1986,4.118,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss19-15-exercising-certain-functions-under-the-building-societies-act-1986/01-06-2026#0018713369b246bba31a7382392e4a11,£100,Monetary amount appears with threshold/trigger language.,"Therefore, if a society’s Rules, following the BSA Model Rules (Sixth Edition), include the provisions concerning shareholding and continuity of membership, described in paragraph 4.117 , and if the voting date is later than the AGM in that year, a person to be entitled to vote on a shareholding members’ resolution must: (a) have been a shareholding member on the last day of the previous financial year; (b) have held shares to the value of at least £100 on the day 56 days before the date of the meeting; (c) have held shares continuously from the 56th day through to the voting date; and (d) hold shares on the voting date.",true,true,£100,permission_or_exemption_condition,high,At least £100 shareholding is required for voting eligibility.
cand-00122,ss,0b7538785f166b0f,guidance_paragraph,SS19/15 – Exercising certain functions under the Building Societies Act 1986 4.119,SS19/15 – Exercising certain functions under the Building Societies Act 1986,4.119,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss19-15-exercising-certain-functions-under-the-building-societies-act-1986/01-06-2026#cdf860472c8f4e468d73d7344a13b51b,£100,Monetary amount appears with threshold/trigger language.,"The mandatory provisions of Schedule 2 concerning entitlement to vote on a borrowing members’ resolution are, as noted above, that the member must have been, and be, indebted to the society for at least £100 (whether on one or more accounts) at the end of the last financial year before the voting date, and on the voting date, in respect of an advance fully secured (or, if the Rules permit, substantially secured) on land (paragraphs 5(2), 23(1), 29(2) and 36 of Schedule 2) and have attained the age of 18 years by the date of the meeting (paragraphs 5(3) and 34(2) of Schedule 2).",true,true,£100,permission_or_exemption_condition,high,At least £100 indebtedness is required for voting eligibility.
cand-00123,ss,0b7538785f166b0f,guidance_paragraph,SS19/15 – Exercising certain functions under the Building Societies Act 1986 4.119,SS19/15 – Exercising certain functions under the Building Societies Act 1986,4.119,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss19-15-exercising-certain-functions-under-the-building-societies-act-1986/01-06-2026#cdf860472c8f4e468d73d7344a13b51b,"£100,",Monetary amount appears with threshold/trigger language.,"There is however no dispensation in the 1986 Act for the Rules to reduce the qualifying amount below £100, nor to provide for a continuity of membership qualification.",true,true,£100,permission_or_exemption_condition,high,Statutory £100 qualifying amount is a floor for voting rules.
cand-00124,ss,a22dbd238e1bcf92,guidance_paragraph,SS19/15 – Exercising certain functions under the Building Societies Act 1986 4.129,SS19/15 – Exercising certain functions under the Building Societies Act 1986,4.129,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss19-15-exercising-certain-functions-under-the-building-societies-act-1986/01-06-2026#e30d9747b3a542ea94d0b9e188965dec,£100,Monetary amount appears with threshold/trigger language.,"If it is the same person, there is a risk that he will be given the opportunity to vote twice or, if neither account holds more than £100 but they aggregate above that qualifying amount, be denied a vote to which he is entitled.",true,true,£100,permission_or_exemption_condition,high,Aggregated accounts above £100 affect voting entitlement.
cand-00125,ss,2539f1529ac68d2e,guidance_paragraph,SS19/15 – Exercising certain functions under the Building Societies Act 1986 4.130,SS19/15 – Exercising certain functions under the Building Societies Act 1986,4.130,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss19-15-exercising-certain-functions-under-the-building-societies-act-1986/01-06-2026#cad92078802b42a183da0d7262c51c4e,£100 m,Monetary amount appears with threshold/trigger language.,"Where such accounts do not separately entitle the member to vote but would do so if aggregated (by satisfying the £100 minimum shareholding condition) the society may consider it advisable to send separate notices in respect of each account with the warning that, on the information available to it, the society believes that the member is not eligible to vote.",true,true,£100,permission_or_exemption_condition,high,Minimum shareholding condition determines member voting eligibility.
cand-00118,ss,1efd71d20f080076,guidance_paragraph,SS19/15 – Exercising certain functions under the Building Societies Act 1986 4.48,SS19/15 – Exercising certain functions under the Building Societies Act 1986,4.48,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss19-15-exercising-certain-functions-under-the-building-societies-act-1986/01-06-2026#000005be2a7e4136a26d7b960d09cae5,£100,Monetary amount appears with threshold/trigger language.,"Broadly speaking, members who are not entitled to vote on the resolution are those who are under 18 years of age on the date of the meeting or, if the Rules so provide, those who had less than the qualifying shareholding (usually £100) on the qualifying shareholding date or who ceased to hold shares in the period between the qualifying shareholding date and the voting date.",true,true,£100,permission_or_exemption_condition,high,Qualifying shareholding amount determines voting entitlement.
cand-00220,ss,0bffc16cc444246b,guidance_paragraph,SS2/17 – Remuneration 1,SS2/17 – Remuneration,1,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss02-17---remuneration/01-06-2026#pdf-page-12,"£150,000; £250,000",Monetary amount needs LLM review to distinguish threshold from ordinary mention.,"Existing (1) Individual A is an employee of the firm and moves to an MRT role with effect employee - from 1 September, 122 days out of 365 are spent in an MRT role. mid-year (2) Individual A receives fixed remuneration of £150,000 from 1 January to 31 move to an August increasing to £250,000 from 1 September.",false,false,,not_a_threshold,high,"Amounts are remuneration figures in a worked example, not regulatory cut-offs."
cand-00221,ss,0bffc16cc444246b,guidance_paragraph,SS2/17 – Remuneration 1,SS2/17 – Remuneration,1,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss02-17---remuneration/01-06-2026#pdf-page-12,"£130,000; £83,562; £250,000 m; £43,452; £130,000 m; £127,014",Monetary amount appears with threshold/trigger language.,"MRT role (3) During the performance year, Individual A is awarded variable remuneration of £130,000. (4) The proportion of fixed remuneration which should be used for calculating whether Individual A meets the criterion in Condition 2 is £83,562 (£250,000 multiplied by 122/365) (5) The proportion of variable remuneration which should be used for calculating whether Individual A meets the criterion in Condition 1 is £43,452 (£130,000 multiplied by 122/365). (6) The total remuneration for the period of time spent in an MRT role is £127,014. (£43,452 plus £83,562). (7) Condition 1 states that the individual’s variable remuneration is no more than 33% of their total remuneration.",false,false,,not_a_threshold,high,"Amounts are prorated example calculations for remuneration, not thresholds."
cand-00222,ss,5d0f7bd12500cc51,guidance_paragraph,SS2/17 – Remuneration 2,SS2/17 – Remuneration,2,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss02-17---remuneration/01-06-2026#pdf-page-13,"£550,000; £80,000; £277,260; £550,000 m; £357,260",Monetary amount appears with threshold/trigger language.,"New hire (1) Individual B joins the firm as an MRT with effect from 1 July, 184 days out of 365 into an MRT are spent in an MRT role. role (2) Individual B receives annual fixed remuneration of £550,000. (3) For the period of time spent in role during the performance year, Individual B is awarded variable remuneration of £80,000. (4) The proportion of fixed remuneration which should be used for calculating whether Individual B meets the criterion in Condition 2 is £277,260 (£550,000 multiplied by 184/365). (5) The full amount of variable remuneration (£80,000) should be used for calculating whether Individual B meets the criterion in condition 1. (6) The total remuneration for the period of time spent in an MRT role is £357,260. (£277,260 plus £80,000). (7) Condition 1 states that the individual’s variable remuneration is no more than 33% of their total remuneration.",false,false,,not_a_threshold,high,"Amounts are worked-example pay figures and calculations, not cut-offs."
cand-00223,ss,5d0f7bd12500cc51,guidance_paragraph,SS2/17 – Remuneration 2,SS2/17 – Remuneration,2,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss02-17---remuneration/01-06-2026#pdf-page-13,"£80,000",Monetary amount needs LLM review to distinguish threshold from ordinary mention.,"This condition is not met. (9) As condition 2 has not been met, the rules in paragraph 3.11 must be applied to the variable remuneration of £80,000 for the period of time spent in an MRT role during the performance year.",false,false,,not_a_threshold,high,"£80,000 is example variable remuneration to which rules apply."
cand-00217,ss,85af38f94e098518,guidance_paragraph,SS2/17 – Remuneration 2.10,SS2/17 – Remuneration,2.10,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss02-17---remuneration/01-06-2026#pdf-page-8,£20 billion; £50 billion; £4 billion,Monetary amount appears with threshold/trigger language.,Proportionality level two Either: (a) Average total assets on relevant date of firm exceeding £20 billion but not exceeding £50 billion; or (b) Average total assets on relevant date of firm exceeding £4 billion but not exceeding £20 billion and firm does not meet Condition 1 or 2.,true,true,£20 billion; £50 billion; £4 billion,scope_trigger,high,Asset bands set remuneration proportionality level two scope.
cand-00218,ss,85af38f94e098518,guidance_paragraph,SS2/17 – Remuneration 2.10,SS2/17 – Remuneration,2.10,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss02-17---remuneration/01-06-2026#pdf-page-8,£20 billion; £4bn,Monetary amount appears with threshold/trigger language.,Proportionality level Either: three (a) Average total assets on relevant date of firm not exceeding £20 billion and satisfies Conditions 1 and 2; or (b) Average total assets on relevant date of firm not exceeding £4bn.,true,true,£20 billion; £4 billion,scope_trigger,high,Asset limits set remuneration proportionality level three scope.
cand-00216,ss,fe304f0c89a1ec19,guidance_paragraph,SS2/17 – Remuneration 2.4,SS2/17 – Remuneration,2.4,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss02-17---remuneration/01-06-2026#pdf-page-8,£50 billion,Monetary amount appears with threshold/trigger language.,Table B: Proportionality levels – Remuneration Part solo firms Proportionality level [deleted] Average total assets on relevant date of firm (where applicable) and other criteria Proportionality level one Either: (a) Average total assets on relevant date of firm exceeding £50 billion; or (b) Firm is part of a group and its proportionality level is raised in accordance with paragraphs 2.8–,true,true,£50 billion,scope_trigger,high,Asset threshold sets remuneration proportionality level one scope.
cand-00219,ss,f201890a6691d3b9,guidance_paragraph,SS2/17 – Remuneration 3.14,SS2/17 – Remuneration,3.14,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss02-17---remuneration/01-06-2026#pdf-page-12,"£660,000",Monetary amount appears with threshold/trigger language.,"The PRA does not consider it necessary for the rules specified in sub-paragraphs 3.11(ii) and (iii) to be applied when the variable remuneration of the MRT is no more than 33% of the employee’s total remuneration (Condition 1), and total remuneration is no more than £660,000 (Condition 2).11",true,true,"£660,000",permission_or_exemption_condition,high,Total remuneration ceiling is part of proportionality threshold for applying rules.
cand-00224,ss,d600a4b5e66aef17,guidance_paragraph,SS2/17 – Remuneration 4.24,SS2/17 – Remuneration,4.24,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss02-17---remuneration/01-06-2026#pdf-page-21,"£660,000",Monetary amount appears with threshold/trigger language.,"Table G: Minimum deferral and clawback rules applicable to MRTs MRT category MRT MRT below proportionality threshold (Total remuneration >£660,000 or variable (Total remuneration ≤£660,000 and variable remuneration >33% of total remuneration, remuneration ≤33% of total remuneration, Remuneration 15.A1(3)) Remuneration 15.A1(3)) Minimum Deferral Minimum Clawback Minimum Deferral Minimum Clawback (years) (years) (years) (years) MRT who performs a 4 (Remuneration 71 (Remuneration 52 (Remuneration PRA senior 15.17(2)) 15.20A(1) and (2)) N/A 15.20(3A)(b)) management function (SMF) Other MRTs 4 (Remuneration 7 (Remuneration N/A 52 (Remuneration 15.17(2)) 15.20A(1)) 15.20(3A)(b))",true,true,"£660,000",permission_or_exemption_condition,high,Total remuneration threshold determines MRT deferral/clawback category.
cand-00225,ss,4e7461e3151215d8,guidance_paragraph,SS2/17 – Remuneration 4A,SS2/17 – Remuneration,4A,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss02-17---remuneration/01-06-2026#pdf-page-22,"£660,000",Monetary amount appears with threshold/trigger language.,"Material Risk Takers, conversion of unvested instruments and public appointments 4A.1 The PRA’s rules require that a firm must ensure that a substantial portion (at least 50%) of any variable remuneration payable to a MRT consists of an appropriate balance of: (i) shares or, subject to the legal structure of the firm concerned, equivalent ownership interests; or subject to the legal structure of the firm concerned, share-linked instruments or equivalent non-cash instruments; and (ii) where possible, other instruments which are eligible as Additional Tier 1 instruments or are eligible as Tier 2 instruments or other instruments that can be fully converted to Common Equity Tier 1 instruments or written down, that in each case adequately reflect the credit quality of the firm as a going concern and are appropriate for use as variable remuneration.13 4A.2 Additionally, there is a requirement that a firm must not award variable remuneration unless a substantial portion of it (at least 40% of the first £660,000 and 60% of any amount in excess of £660,000) is deferred, for a period of at least four years.",true,true,"£660,000",other_threshold,high,Amount divides variable remuneration into different deferral proportions.
cand-00226,ss,3724fe2465bc0eee,guidance_paragraph,SS2/17 – Remuneration 5.44,SS2/17 – Remuneration,5.44,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss02-17---remuneration/01-06-2026#pdf-page-29,"£660,000",Monetary amount appears with threshold/trigger language.,"In line with the specific requirements of Remuneration 15.18, the PRA further expects that at least 40% of the first £660,000 and 60% of any amount in excess of £660,000 is deferred, for a period of at least four years.",true,true,"£660,000",other_threshold,high,Amount divides first tranche and excess for deferral expectations.
cand-00227,ss,3724fe2465bc0eee,guidance_paragraph,SS2/17 – Remuneration 5.44,SS2/17 – Remuneration,5.44,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss02-17---remuneration/01-06-2026#pdf-page-29,"£660,000",Monetary amount appears with threshold/trigger language.,"However, firms should also consider whether the higher deferral ratio should be applied in cases of variable remuneration awarded below £660,000.",true,true,"£660,000",other_threshold,high,"Below-£660,000 awards are referenced against higher deferral threshold."
cand-00244,ss,3ad9274b05279531,guidance_paragraph,SS2/23 – Supervising credit unions 10,SS2/23 – Supervising credit unions,10,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss02-23-supervising-credit-unions/01-06-2026#pdf-page-22,£100m,Monetary amount appears with threshold/trigger language.,Additional expectations for credit unions with more than £100m in assets Exit strategy planning,true,true,£100 million,scope_trigger,high,Assets above £100 million trigger additional credit union expectations.
cand-00235,ss,fc465e662749891d,guidance_paragraph,SS2/23 – Supervising credit unions 10.5,SS2/23 – Supervising credit unions,10.5,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss02-23-supervising-credit-unions/01-06-2026#pdf-page-18,£10m,Monetary amount appears with threshold/trigger language.,Additional expectations for credit unions with more than £10m in assets Investments,true,true,£10 million,scope_trigger,high,Assets above £10 million trigger additional investment expectations.
cand-00236,ss,40e898a3927c05d1,guidance_paragraph,SS2/23 – Supervising credit unions 11.1,SS2/23 – Supervising credit unions,11.1,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss02-23-supervising-credit-unions/01-06-2026#pdf-page-18,£10 m,Monetary amount appears with threshold/trigger language.,"The PRA expects credit unions with more than £10 million in total assets, and any credit unions that hold investments that come under rules 6.4(7) and 6.4(8) of the Credit Unions Part of the PRA Rulebook, to adhere to the following concentration limits (in addition to the limits required by rule 6.4A of the Credit Unions Part of the PRA Rulebook, 7 and with the exception of the investments listed in paragraph 11.2): • no more than 20% of a credit union’s total investments8 to be held with a single counterparty; and • an amount equivalent to no more than 75% of credit union’s total capital to be held with any single counterparty.",true,true,£10 million,scope_trigger,high,Assets above £10 million trigger concentration-limit expectations.
cand-00238,ss,ede81ba1fd2eb1a5,guidance_paragraph,SS2/23 – Supervising credit unions 11.10,SS2/23 – Supervising credit unions,11.10,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss02-23-supervising-credit-unions/01-06-2026#pdf-page-20,£10 m,Monetary amount appears with threshold/trigger language.,"In line with these requirements, the PRA expects all credit unions with more than £10 million in assets to maintain a risk appetite statement (RAS).",true,true,£10 million,scope_trigger,high,Assets above £10 million trigger risk appetite statement expectation.
cand-00239,ss,a2fcb6c84867859e,guidance_paragraph,SS2/23 – Supervising credit unions 11.11,SS2/23 – Supervising credit unions,11.11,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss02-23-supervising-credit-unions/01-06-2026#pdf-page-21,£10 m,Monetary amount appears with threshold/trigger language.,"In addition to the expectations set out in Chapter 10, the PRA expects credit unions with more than £10 million in assets to consider and document the core systems and outsourcing arrangements that are critical to the operation of the business.",true,true,£10 million,scope_trigger,high,Assets above £10 million trigger outsourcing/core-systems documentation expectation.
cand-00240,ss,a2fcb6c84867859e,guidance_paragraph,SS2/23 – Supervising credit unions 11.11,SS2/23 – Supervising credit unions,11.11,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss02-23-supervising-credit-unions/01-06-2026#pdf-page-21,£50m,Monetary amount appears with threshold/trigger language.,Additional expectations for credit unions with more than £50m in assets Liquidity,true,true,£50 million,scope_trigger,high,Assets above £50 million trigger additional liquidity expectations.
cand-00237,ss,befb5a087993bdf0,guidance_paragraph,SS2/23 – Supervising credit unions 11.9,SS2/23 – Supervising credit unions,11.9,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss02-23-supervising-credit-unions/01-06-2026#pdf-page-20,£10 m,Monetary amount appears with threshold/trigger language.,"For credit unions with more than £10 million in assets , the PRA also expects the liquidity management policy statement to cover: • the credit union’s strategy, processes, and systems in place for liquidity risk management; • the liquidity risk appetite agreed by the board; • any liquidity buffers to be maintained as a safeguard on the basis of stressed conditions that may arise; • plans to address any liquidity or funding risks arising from mismatches in maturity (which can give rise to cash flow imbalances and a risk that there could be insufficient cash resources to meet payment outflows when they fall due); and • contingency plans with actions that will be taken if liquidity targets are not met.",true,true,£10 million,scope_trigger,high,Assets above £10 million trigger enhanced liquidity policy coverage.
cand-00241,ss,a59c466eb948cffd,guidance_paragraph,SS2/23 – Supervising credit unions 12.1,SS2/23 – Supervising credit unions,12.1,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss02-23-supervising-credit-unions/01-06-2026#pdf-page-21,£50 m,Monetary amount appears with threshold/trigger language.,"In order to ensure a credit union is holding sufficient liquid funds under Credit Unions 9.4, the PRA expects credit unions with more than £50 million in total assets to carry out periodic (at least annual) liquidity stress testing whereby the impact of stressed outflows is considered.",true,true,£50 million,scope_trigger,high,Assets above £50 million trigger periodic liquidity stress testing expectation.
cand-00242,ss,57c4c984266f9148,guidance_paragraph,SS2/23 – Supervising credit unions 12.5,SS2/23 – Supervising credit unions,12.5,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss02-23-supervising-credit-unions/01-06-2026#pdf-page-22,£50 m,Monetary amount appears with threshold/trigger language.,"In addition to the expectations set out in Chapters 9 and 11, credit unions with more than £50 million in total assets and/or credit unions that carry out more complex lending (such as providing mortgages or lending to corporates), and/or credit unions that invest in more complex investment products (supranational b onds, corporate bonds, bank bonds, and money market funds) should expect to engage more with the PRA.",true,true,£50 million,scope_trigger,high,Assets above £50 million trigger increased PRA engagement expectations.
cand-00243,ss,e52eeb93e5db531b,guidance_paragraph,SS2/23 – Supervising credit unions 12.6,SS2/23 – Supervising credit unions,12.6,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss02-23-supervising-credit-unions/01-06-2026#pdf-page-22,£50 m,Monetary amount appears with threshold/trigger language.,"In addition to the expectations set out in Chapters 10 and 11, the PRA expects credit unions with more than £50 million in assets to consider and document: • the people, processes, and technology required to deliver critical services;10 and • what scenarios could result in them exceeding their risk appetite, and what actions they will take to respond and react to instances of crystallised operational risk to ensure they remain within their risk appetite.",true,true,£50 million,scope_trigger,high,Assets above £50 million trigger operational risk documentation expectation.
cand-00245,ss,5a6522c57c06a3c2,guidance_paragraph,SS2/23 – Supervising credit unions 13.1,SS2/23 – Supervising credit unions,13.1,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss02-23-supervising-credit-unions/01-06-2026#pdf-page-23,£100 m,Monetary amount appears with threshold/trigger language.,"In line with requirements under rule 11.1(2) of the Credit Unions Part of the PRA Rulebook, for a credit union to have effective processes to identify, manage, monitor, and report the risks to which it is exposed, the PRA expects a credit union with more than £100 million in assets to be able to demonstrate that it has management information, monitoring, and governance processes to support timely wind-down decision making.",true,true,£100 million,scope_trigger,high,Assets above £100 million trigger exit-strategy management information expectation.
cand-00246,ss,a2cd46699818d3f2,guidance_paragraph,SS2/23 – Supervising credit unions 13.2,SS2/23 – Supervising credit unions,13.2,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss02-23-supervising-credit-unions/01-06-2026#pdf-page-23,£100 m,Monetary amount appears with threshold/trigger language.,"Credit unions with more than £100 million in assets are expected to consider the steps and resources needed to (i) wind down, and (ii) achieve a transfer of engagements, while, to the extent possible, avoiding any negative effects on members.",true,true,£100 million,scope_trigger,high,Assets above £100 million trigger wind-down/transfer planning expectation.
cand-00247,ss,b346691bbb2fe2e9,guidance_paragraph,SS2/23 – Supervising credit unions 18.15,SS2/23 – Supervising credit unions,18.15,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss02-23-supervising-credit-unions/01-06-2026#pdf-page-32,£10m; £50m,Monetary amount appears with threshold/trigger language.,"Where a credit union has outsourced its services to a CUSO but does not own the CUSO, credit unions are reminded that the PRA’s outsourcing expectations apply proportionately accordingly to the size and activities of the credit union – eg the PRA has additional operational resilience expectations of credit unions with more than £10m in total assets (see paragraph 11.11) and credit unions with more than £50m in total assets (see paragraph 12.6).",true,true,£10 million; £50 million,scope_trigger,high,Asset thresholds trigger proportionate outsourcing and resilience expectations.
cand-00231,ss,7ee9da9a34033ad6,guidance_paragraph,SS2/23 – Supervising credit unions 2.13,SS2/23 – Supervising credit unions,2.13,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss02-23-supervising-credit-unions/01-06-2026#pdf-page-8,£50 m,Monetary amount appears with threshold/trigger language.,"For credit unions with total assets over £50 million, the PRA expects them to not hold more than 50% of their minimum capital requirement as subordinated debt; and that no more than 75% of the minimum capital requirement be comprised of subordinated debt and interest-bearing deferred shares.",true,true,£50 million,scope_trigger,high,Assets over £50 million trigger limits on subordinated debt in capital requirement.
cand-00232,ss,71010d23c734d921,guidance_paragraph,SS2/23 – Supervising credit unions 7.2,SS2/23 – Supervising credit unions,7.2,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss02-23-supervising-credit-unions/01-06-2026#pdf-page-13,£10 m,Monetary amount appears with threshold/trigger language.,"Additional expectations relating to investments for credit unions with more than £10 million in assets and credit unions that invest in more complex investments (supranational bonds, corporate bonds, bank bonds, and money market funds) are set out in Chapters 11 and 14, respectively.",true,true,£10 million,scope_trigger,high,Assets above £10 million trigger additional investment expectations.
cand-00233,ss,52d6e06f5d6fa7d9,guidance_paragraph,SS2/23 – Supervising credit unions 8.2,SS2/23 – Supervising credit unions,8.2,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss02-23-supervising-credit-unions/01-06-2026#pdf-page-14,£10 m,Monetary amount appears with threshold/trigger language.,"The following are indicators of good practice (the PRA considers that some credit unions will be limited in their ability to implement these practices, due to their size and resources, but the PRA would generally expect credit unions with more than £10 million in total assets to meet all or most of the below): • there is a clear separation between the role and responsibilities of the General Manager/ Chief Executive Officer (CEO)/Senior Management Team (largely operational (although the General Manager/ CEO also plays a key role in developing strategy) keeping the board informed, and bringing recommendations to the board) and that of the board (largely strategic, approving key policies, maki",true,true,£10 million,scope_trigger,high,Assets above £10 million indicate expected governance practices.
cand-00234,ss,34d5a3ef277d44af,guidance_paragraph,SS2/23 – Supervising credit unions 9.3,SS2/23 – Supervising credit unions,9.3,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss02-23-supervising-credit-unions/01-06-2026#pdf-page-17,£10 m,Monetary amount appears with threshold/trigger language.,The PRA expects credit unions with total assets of more than £10 million should be able to meet all of the above expectations.,true,true,£10 million,scope_trigger,high,Assets above £10 million trigger expectation to meet listed practices.
cand-00228,ss,ed63aa842d9155c5,guidance_paragraph,SS2/23 – Supervising credit unions PDF paragraph 1,SS2/23 – Supervising credit unions,,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss02-23-supervising-credit-unions/01-06-2026#pdf-page-1,£10m,Monetary amount appears with threshold/trigger language.,Additional expectations for credit unions with more than £10m in assets 15 Investments 15 Liquidity 17 Risk management 17 Operational risk and resilience 18 12.,true,true,£10 million,scope_trigger,high,Table heading identifies asset threshold for additional expectations.
cand-00229,ss,ed63aa842d9155c5,guidance_paragraph,SS2/23 – Supervising credit unions PDF paragraph 1,SS2/23 – Supervising credit unions,,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss02-23-supervising-credit-unions/01-06-2026#pdf-page-1,£50m,Monetary amount appears with threshold/trigger language.,Additional expectations for credit unions with more than £50m in assets 18 Liquidity 18 Risk management 19 Operational risk and resilience 19 13.,true,true,£50 million,scope_trigger,high,Table heading identifies asset threshold for additional expectations.
cand-00230,ss,ed63aa842d9155c5,guidance_paragraph,SS2/23 – Supervising credit unions PDF paragraph 1,SS2/23 – Supervising credit unions,,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss02-23-supervising-credit-unions/01-06-2026#pdf-page-1,£100m,Monetary amount appears with threshold/trigger language.,Additional expectations for credit unions with more than £100m in assets 20 Exit strategy planning 20 14.,true,true,£100 million,scope_trigger,high,Table heading identifies asset threshold for exit-strategy expectations.
cand-00275,ss,c28928bad0d36357,guidance_paragraph,SS24/15 – The PRA’s approach to supervising liquidity and funding risks PDF paragraph 42,SS24/15 – The PRA’s approach to supervising liquidity and funding risks,,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss24-15---the-pras-approach-to-supervising-liquidity-and-funding-risks/01-06-2026#pdf-page-18,"£50,000",Monetary amount needs LLM review to distinguish threshold from ordinary mention.,"aggregate of £50,000 (i.e. new firms not utilising mobilisation), the PRA expects that RDRs calculated for reporting reference dates from the point of authorisation should be representative of its long term business model.",true,true,"£50,000",permission_or_exemption_condition,medium,Deposit aggregate distinguishes new firms using mobilisation restrictions.
cand-00276,ss,c28928bad0d36357,guidance_paragraph,SS24/15 – The PRA’s approach to supervising liquidity and funding risks PDF paragraph 42,SS24/15 – The PRA’s approach to supervising liquidity and funding risks,,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss24-15---the-pras-approach-to-supervising-liquidity-and-funding-risks/01-06-2026#pdf-page-18,"£50,000",Monetary amount appears with threshold/trigger language.,"New firms utilising mobilisation are authorised with a restriction on their permissions to prevent them accepting deposits exceeding an aggregate of £50,000 while in mobilisation.",true,true,"£50,000",permission_or_exemption_condition,high,"Mobilisation permission restricts accepting deposits above £50,000."
cand-00253,ss,502a9ee569e43eb0,guidance_paragraph,SS28/15 – Strengthening individual accountability in banking 2.26,SS28/15 – Strengthening individual accountability in banking,2.26,https://www.prarulebook.co.uk/guidance/supervisory-statements/ss28-15---strengthening-individual-accountability-in-banking/01-06-2026#pdf-page-15,£250 m,Monetary amount appears with threshold/trigger language.,"Small Firms (ie those with gross total assets of £250 million or less) need only allocate these four Prescribed Responsibilities, in addition to the five which apply to all firms, among their Senior Managers (ie they must allocate nine Prescribed Responsibilities in total). • Prescribed Responsibilities which apply to all firms except Small Firms: These responsibilities, which are listed in Allocation of Responsibilities 4, cover areas relevant to the PRA’s safety and soundness objective, such as the allocation and maintenance of capital, funding and liquidity, recovery and resolution, stress-testing and the firm’s performance of its obligations under Outsourcing. • Prescribed Responsibilities which only apply to certain types of firm (excluding Small Firms):",true,true,£250 million,scope_trigger,high,Gross asset ceiling defines Small Firms for prescribed responsibilities.
